District Name,District Code,Subject,M+E #,M+E percentage,E #,E percentage,M #,M percentage,PM #,PM percentage,NM #,NM percentage,No. of Students Included,Part. Rate percentage,Avg. Scaled Score,SGP,Included In SGP
West Bridgewater,03230000,MATH,         259,40,          28,4,         231,36,         330,51,          56,9,         645,99,     496,          49,         526
West Bridgewater,03230000,SCI,          80,39,           7,3,          73,36,         102,50,          23,11,         205,97,     494,,
West Springfield,03320000,ELA,         609,35,          74,4,         535,31,         712,41,         427,24,"       1,748",100,     489,          47,"       1,314"
West Springfield,03320000,MATH,         606,35,          85,5,         521,30,         784,45,         354,20,"       1,744",99,     491,          46,"       1,340"
West Springfield,03320000,SCI,         186,31,          24,4,         162,27,         256,43,         149,25,         591,99,     488,,
Westborough,03210000,ELA,"       1,097",65,         272,16,         825,49,         457,27,         145,9,"       1,699",99,     507,          59,"       1,299"
Westborough,03210000,MATH,"       1,171",69,         364,21,         807,47,         406,24,         130,8,"       1,707",99,     511,          62,"       1,327"
Westborough,03210000,SCI,         367,63,         101,17,         266,46,         161,28,          53,9,         581,99,     507,,
Westfield,03250000,ELA,         715,35,          67,3,         648,31,         905,44,         450,22,"       2,070",99,     489,          47,"       1,600"
Westfield,03250000,MATH,         709,34,          89,4,         620,30,         978,47,         373,18,"       2,060",99,     491,          51,"       1,619"
Westfield,03250000,SCI,         260,38,          25,4,         235,34,         310,45,         123,18,         693,97,     492,,
Westford,03260000,ELA,"       1,302",62,         258,12,"       1,044",50,         636,30,         166,8,"       2,104",99,     505,          52,"       1,694"
Westford,03260000,MATH,"       1,467",70,         397,19,"       1,070",51,         495,24,         142,7,"       2,104",99,     510,          54,"       1,696"
Westford,03260000,SCI,         488,69,         124,18,         364,51,         168,24,          52,7,         708,99,     508,,
Westhampton,03270000,ELA,          21,45,           1,2,          20,43,          18,38,           8,17,          47,96,     496,          62,          31
Westhampton,03270000,MATH,          24,49,           2,4,          22,45,          18,37,           7,14,          49,98,     498,          55,          32
Westhampton,03270000,SCI,           6,60,           0,0,           6,60,           3,30,           1,10,          10,100,     507,,
Weston,03300000,ELA,         718,76,         224,24,         494,52,         183,19,          41,4,         942,99,     514,          55,         710
Weston,03300000,MATH,         724,77,         248,26,         476,50,         181,19,          40,4,         945,100,     516,          51,         711
Weston,03300000,SCI,         236,74,          72,23,         164,52,          66,21,          15,5,         317,99,     512,,
Westport,03310000,ELA,         230,32,          10,1,         220,30,         365,50,         134,18,         729,100,     490,          43,         580
Westport,03310000,MATH,         211,29,          21,3,         190,26,         380,52,         136,19,         727,99,     490,          42,         581
Westport,03310000,SCI,         106,43,          14,6,          92,37,         110,45,          31,13,         247,99,     496,,
Westwood,03350000,ELA,         940,71,         293,22,         647,49,         295,22,          80,6,"       1,315",99,     513,          56,"       1,046"
Westwood,03350000,MATH,         950,72,         293,22,         657,50,         283,21,          86,7,"       1,319",100,     513,          53,"       1,051"
Westwood,03350000,SCI,         301,76,          99,25,         202,51,          77,19,          19,5,         397,100,     514,,
Weymouth,03360000,ELA,"       1,054",44,         187,8,         867,36,         914,38,         435,18,"       2,403",99,     495,          50,"       1,860"
Weymouth,03360000,MATH,         896,37,         128,5,         768,32,"       1,046",44,         453,19,"       2,395",99,     493,          43,"       1,862"
Weymouth,03360000,SCI,         271,34,          34,4,         237,30,         357,45,         160,20,         788,98,     490,,
Whately,03370000,ELA,          32,52,           1,2,          31,51,          25,41,           4,7,          61,100,     501,          54,          47
Whately,03370000,MATH,          36,59,           4,7,          32,52,          19,31,           6,10,          61,100,     501,          73,          48
Whately,03370000,SCI,           9,56,           1,6,           8,50,           4,25,           3,19,          16,100,     497,,
Whitman-Hanson,07800000,ELA,         652,41,          64,4,         588,37,         661,42,         273,17,"       1,586",99,     493,          45,"       1,254"
Whitman-Hanson,07800000,MATH,         641,40,          71,4,         570,36,         692,44,         252,16,"       1,585",99,     494,          45,"       1,259"
Whitman-Hanson,07800000,SCI,         250,45,          22,4,         228,41,         235,42,          73,13,         558,99,     495,,
Williamsburg,03400000,ELA,          41,65,           7,11,          34,54,          16,25,           6,10,          63,100,     508,          62,          44
Williamsburg,03400000,MATH,          47,76,          15,24,          32,52,          12,19,           3,5,          62,98,     516,          72,          43
Williamsburg,03400000,SCI,          15,83,           2,11,          13,72,           3,17,           0,0,          18,95,     513,,
Wilmington,03420000,ELA,         645,47,          93,7,         552,40,         579,42,         151,11,"       1,375",99,     498,          48,"       1,110"
Wilmington,03420000,MATH,         742,54,         144,10,         598,43,         514,37,         129,9,"       1,385",99,     502,          51,"       1,121"
Wilmington,03420000,SCI,         249,56,          59,13,         190,43,         144,32,          53,12,         446,99,     502,,
Winchendon,03430000,ELA,         149,26,           6,1,         143,25,         298,52,         129,22,         576,98,     486,          45,         424
Winchendon,03430000,MATH,         110,19,           6,1,         104,18,         312,55,         145,26,         567,97,     483,          52,         417
Winchendon,03430000,SCI,          66,38,           2,1,          64,37,          81,46,          28,16,         175,93,     492,,
Winchester,03440000,ELA,"       1,436",71,         383,19,"       1,053",52,         493,24,         104,5,"       2,033",99,     511,          58,"       1,606"
Winchester,03440000,MATH,"       1,501",74,         485,24,"       1,016",50,         454,22,          79,4,"       2,034",99,     514,          60,"       1,612"
Winchester,03440000,SCI,         560,77,         184,25,         376,52,         142,20,          25,3,         727,99,     515,,
Winthrop,03460000,ELA,         395,44,          67,7,         328,36,         335,37,         176,19,         906,99,     494,          53,         686
Winthrop,03460000,MATH,         382,42,          59,6,         323,36,         378,42,         148,16,         908,100,     495,          59,         699
Winthrop,03460000,SCI,         131,42,          16,5,         115,37,         136,44,          45,14,         312,100,     495,,
Woburn,03470000,ELA,         694,35,          83,4,         611,31,         834,42,         448,23,"       1,976",99,     490,          44,"       1,467"
Woburn,03470000,MATH,         641,32,          84,4,         557,28,         910,46,         431,22,"       1,982",99,     490,          46,"       1,482"
Woburn,03470000,SCI,         246,37,          33,5,         213,32,         274,41,         151,23,         671,99,     491,,
Worcester,03480000,ELA,"       2,629",26,         314,3,"       2,315",23,"       4,117",40,"       3,424",34,"      10,170",99,     483,          49,"       7,243"
Worcester,03480000,MATH,"       2,394",24,         268,3,"       2,126",21,"       4,620",46,"       3,134",31,"      10,148",99,     484,          49,"       7,305"
Worcester,03480000,SCI,         758,23,          78,2,         680,20,"       1,463",44,"       1,123",34,"       3,344",98,     482,,
Worcester Cultural Academy Charter Public School (District),35190000,ELA,          16,20,           0,0,          16,20,          40,49,          26,32,          82,99,     481,          57,          39
Worcester Cultural Academy Charter Public School (District),35190000,MATH,           5,6,           0,0,           5,6,          47,57,          30,37,          82,99,     476,          54,          38
Worcester Cultural Academy Charter Public School (District),35190000,SCI,           6,35,           1,6,           5,29,           7,41,           4,24,          17,89,     488,,
Worthington,03490000,ELA,          11,33,           0,0,          11,33,          18,55,           4,12,          33,100,     489,          43,          25
Worthington,03490000,MATH,           7,21,           1,3,           6,18,          20,61,           6,18,          33,100,     486,          51,          25
Worthington,03490000,SCI,           2,15,           0,0,           2,15,           5,38,           6,46,          13,100,     479,,
Wrentham,03500000,ELA,         273,55,          36,7,         237,48,         188,38,          32,6,         493,98,     502,          50,         337
Wrentham,03500000,MATH,         291,59,          60,12,         231,47,         170,34,          32,6,         493,98,     506,          46,         339
Wrentham,03500000,SCI,          76,66,          22,19,          54,47,          35,30,           5,4,         116,97,     510,,
State,00000000,ELA,"     164,587",42,"      28,755",7,"     135,832",34,"     153,425",39,"      78,297",20,"     396,309",99,     494,          50,"     310,450"
State,00000000,MATH,"     161,477",41,"      31,114",8,"     130,363",33,"     160,412",40,"      74,459",19,"     396,348",99,     494,          50,"     312,253"
State,00000000,SCI,"      54,794",42,"      10,126",8,"      44,668",34,"      51,616",39,"      25,601",19,"     132,011",98,     494,,
